x	y	z	strain	u	v	w
3.000000e-01	1.002503e-01	0.000000e+00	-1.138496e-05	2.309921e-05	-3.023457e-06	1.385640e-03
2.714715e-01	1.000000e-01	0.000000e+00	-1.373322e-07	2.310306e-05	-2.488345e-06	1.122303e-03
2.414414e-01	1.000000e-01	0.000000e+00	6.861081e-08	2.310127e-05	-1.872077e-06	8.447985e-04
2.114114e-01	1.000000e-01	0.000000e+00	5.554325e-08	2.309935e-05	-1.256741e-06	5.673173e-04
1.813814e-01	1.000000e-01	0.000000e+00	3.006478e-08	2.309806e-05	-6.419557e-07	2.898558e-04
1.513514e-01	1.000000e-01	0.000000e+00	2.578908e-10	2.309760e-05	-2.740732e-08	1.240496e-05
1.213213e-01	1.000000e-01	0.000000e+00	-2.823616e-08	2.309801e-05	5.871349e-07	-2.650456e-04
9.129129e-02	1.000000e-01	0.000000e+00	-5.573424e-08	2.309926e-05	1.201890e-06	-5.425061e-04
6.126126e-02	1.000000e-01	0.000000e+00	-6.900638e-08	2.310117e-05	1.817168e-06	-8.199860e-04
3.123123e-02	1.000000e-01	0.000000e+00	-4.391663e-08	2.310299e-05	2.433315e-06	-1.097490e-03
0.000000e+00	1.503504e-01	0.000000e+00	1.079776e-05	2.207178e-05	3.019989e-06	-1.324248e-03
2.792793e-02	1.500000e-01	0.000000e+00	2.427219e-07	2.207805e-05	2.497051e-06	-1.078040e-03
5.795796e-02	1.500000e-01	0.000000e+00	-3.357434e-08	2.207727e-05	1.882329e-06	-8.128414e-04
8.798799e-02	1.500000e-01	0.000000e+00	-3.201340e-08	2.207624e-05	1.267977e-06	-5.476549e-04
1.180180e-01	1.500000e-01	0.000000e+00	-1.892176e-08	2.207544e-05	6.539636e-07	-2.824797e-04
1.480480e-01	1.500000e-01	0.000000e+00	-9.290190e-10	2.207512e-05	4.013702e-08	-1.731135e-05
1.780781e-01	1.500000e-01	0.000000e+00	1.682699e-08	2.207536e-05	-5.736732e-07	2.478565e-04
2.081081e-01	1.500000e-01	0.000000e+00	3.017063e-08	2.207608e-05	-1.187642e-06	5.130302e-04
2.381381e-01	1.500000e-01	0.000000e+00	3.247557e-08	2.207706e-05	-1.801937e-06	7.782145e-04
2.681682e-01	1.500000e-01	0.000000e+00	1.424827e-08	2.207781e-05	-2.416643e-06	1.043410e-03
3.000000e-01	2.004505e-01	0.000000e+00	-1.138500e-05	2.104535e-05	-3.014659e-06	1.262632e-03
2.726727e-01	2.000000e-01	0.000000e+00	-3.301185e-07	2.105491e-05	-2.506845e-06	1.033035e-03
2.426426e-01	2.000000e-01	0.000000e+00	1.549199e-08	2.105456e-05	-1.892876e-06	7.801248e-04
2.126126e-01	2.000000e-01	0.000000e+00	1.656681e-08	2.105406e-05	-1.279065e-06	5.272198e-04
1.825826e-01	2.000000e-01	0.000000e+00	1.049754e-08	2.105363e-05	-6.654344e-07	2.743206e-04
