sample_id,point_id,x,y,tx,ty,mask,w_pred,kappa_meas,kappa_pred,w_xx,w_xy,w_yy,w_true
5,116,0.2438438,0.3,-1.0,0.0,1.0,5.1753712e-05,5.713619e-09,-0.091567986,-0.091567986,0.013769991,0.029334491,0.0007135649
5,117,0.2138138,0.3,-1.0,0.0,1.0,0.00015312788,5.621526e-09,-0.2672288,-0.2672288,0.027943596,0.02191136,0.0004852024
5,118,0.1837838,0.3,-1.0,0.0,1.0,3.0078067e-05,3.760335e-09,-0.2322074,-0.2322074,0.0349092,0.013856859,0.0002568419
5,119,0.1537538,0.3,-1.0,0.0,1.0,-0.00028700792,8.901714e-10,-0.0018925536,-0.0018925536,0.022546316,0.0061187698,2.848269e-05
5,120,0.1237237,0.3,-1.0,0.0,1.0,-0.00060458796,-1.947252e-09,0.24355265,0.24355265,-0.009649937,-0.0011282421,-0.0001998762
5,121,0.09369369,0.3,-1.0,0.0,1.0,-0.00071689155,-3.698608e-09,0.30603242,0.30603242,-0.046096697,-0.007979634,-0.0004282358
5,122,0.06366366,0.3,-1.0,0.0,1.0,-0.0005716932,-3.478685e-09,0.13328084,0.13328084,-0.06375313,-0.014148648,-0.0006565967
5,123,0.03363363,0.3,-0.7819469,0.6233451,1.0,-0.00031388667,-1.614051e-09,-0.043290123,-0.13596846,-0.048348434,-0.018750533,-0.0008849587
5,124,0.0,0.3507508,-0.160071,0.9871055,1.0,-0.0001225014,1.150133e-05,-0.031137902,-0.36299053,0.0,-0.022411335,-0.001078521
5,125,0.02552553,0.35,0.9999087,-0.013513165,1.0,-0.00023471133,5.99993e-07,-0.25484014,-0.25577855,-0.033137344,-0.020698754,-0.0008957621
5,126,0.05555556,0.35,1.0,0.0,1.0,-0.00055765046,-1.62516e-09,0.05121073,0.05121073,-0.052464418,-0.01489573,-0.0006796685
5,127,0.08558559,0.35,1.0,0.0,1.0,-0.0008372918,-1.673322e-09,0.32169855,0.32169855,-0.0409365,-0.0067981053,-0.0004635755
5,128,0.1156156,0.35,1.0,0.0,1.0,-0.00084598176,-1.012105e-09,0.34827355,0.34827355,-0.0073026423,0.0016065468,-0.0002474831
5,129,0.1456456,0.35,1.0,0.0,1.0,-0.00056052953,3.094749e-10,0.120729685,0.120729685,0.027658295,0.009202536,-3.139102e-05
5,130,0.1756757,0.35,1.0,0.0,1.0,-0.0001712522,1.905657e-09,-0.17178008,-0.17178008,0.045967504,0.01595828,0.0001847012
5,131,0.2057057,0.35,1.0,0.0,1.0,7.611865e-05,3.392991e-09,-0.29944313,-0.29944313,0.04326655,0.022276755,0.0004007941
5,132,0.2357357,0.35,1.0,0.0,1.0,7.2963594e-05,4.639394e-09,-0.17913155,-0.17913155,0.028219873,0.028111463,0.0006168882
5,133,0.2657658,0.35,0.7841943,0.62051535,1.0,-8.212782e-05,5.634952e-09,0.06394985,0.06361748,0.012606043,0.032618202,0.0008329839
5,134,0.3,0.4008509,-0.38284305,0.9238134,1.0,-9.386198e-05,-1.147037e-05,0.04815862,0.1890575,-8.12621e-09,0.023960551,0.001017023
5,135,0.245045,0.4,-0.9999499,-0.010011854,1.0,9.225245e-05,3.021056e-09,-0.13552019,-0.13610813,0.028568119,0.022716956,0.0006450568
5,136,0.215015,0.4,-1.0,0.0,1.0,0.000108663575,2.105742e-09,-0.3111088,-0.3111088,0.046302564,0.020924356,0.0004412299
5,137,0.184985,0.4,-1.0,0.0,1.0,-0.00013588519,1.352849e-09,-0.23695298,-0.23695298,0.05522479,0.01840209,0.0002374038
5,138,0.154955,0.4,-1.0,0.0,1.0,-0.00057645346,5.266998e-10,0.06112113,0.06112113,0.04553116,0.014539391,3.357816e-05
5,139,0.1249249,0.4,-1.0,0.0,1.0,-0.00096182304,-1.944981e-10,0.35911506,0.35911506,0.017001096,0.008600839,-0.0001702473
5,140,0.09489489,0.4,-1.0,0.0,1.0,-0.001042423,-5.423796e-10,0.41336706,0.41336706,-0.017355692,0.0005405132,-0.0003740728
5,141,0.06486486,0.4,-1.0,0.0,1.0,-0.00077411457,-3.169061e-10,0.16349223,0.16349223,-0.038165797,-0.008382723,-0.0005778985
5,142,0.03483483,0.4,-0.7864022,0.61771476,1.0,-0.00036804663,4.391174e-10,-0.10357387,-0.2093733,-0.03286823,-0.015788447,-0.0007817244
5,143,0.0,0.450951,0.3636609,0.93153137,1.0,-0.0001925468,1.151092e-05,-0.07307077,-0.47414494,0.0,-0.011945197,-0.0009557188
5,144,0.05435435,0.45,0.9999365,-0.011269143,1.0,-0.00074676855,7.107721e-10,0.03423703,0.033640277,-0.026695495,-0.0047884835,-0.0006101639
5,145,0.08438438,0.45,1.0,0.0,1.0,-0.0011400455,-3.684011e-10,0.39624915,0.39624915,-0.012736749,0.0030526498,-0.0004186047
5,146,0.1144144,0.45,1.0,0.0,1.0,-0.0011986316,-3.351981e-10,0.4703609,0.4703609,0.016514976,0.010341089,-0.0002270457
5,147,0.1444444,0.45,1.0,0.0,1.0,-0.00085842435,3.86389e-11,0.22050467,0.22050467,0.044469595,0.0149664935,-3.548672e-05
5,148,0.1744745,0.45,1.0,0.0,1.0,-0.00032808442,4.891295e-10,-0.14173257,-0.14173257,0.056926094,0.016122323,0.0001560722
5,149,0.2045045,0.45,1.0,0.0,1.0,8.758571e-05,7.752774e-10,-0.33796585,-0.33796585,0.050834533,0.01438181,0.0003476314
5,150,0.2345345,0.45,1.0,0.0,1.0,0.00022097249,2.967844e-10,-0.24855822,-0.24855822,0.03384412,0.011213485,0.0005391908
5,151,0.2645646,0.45,0.7885724,0.614942,1.0,0.0001428051,-2.566133e-09,0.019760955,0.001525633,0.01616689,0.008284324,0.0007307502
5,152,0.3,0.5010511,-0.34400743,0.93896693,1.0,0.00022885948,-1.172843e-05,0.005340525,0.15072395,-5.6224474e-09,-0.014173642,0.0008942339
5,153,0.2462462,0.5,-0.9999213,-0.012544397,1.0,0.00034692104,-4.294298e-10,-0.18479796,-0.18526243,0.017388936,-0.0057739345,0.0005745879
5,154,0.2162162,0.5,-1.0,0.0,1.0,0.0002685905,-1.597268e-10,-0.36429608,-0.36429608,0.034952667,0.0028316616,0.0003952957
5,155,0.1861862,0.5,-1.0,0.0,1.0,-0.00011610317,-2.029569e-11,-0.26159018,-0.26159018,0.049834155,0.010645478,0.0002160035
5,156,0.1561562,0.5,-1.0,0.0,1.0,-0.000716635,-1.506612e-10,0.095194355,0.095194355,0.051072404,0.015068612,3.671125e-05
5,157,0.1261261,0.5,-1.0,0.0,1.0,-0.0012314683,-4.436782e-10,0.44845122,0.44845122,0.034665905,0.014987956,-0.0001425811
5,158,0.0960961,0.5,-1.0,0.0,1.0,-0.0013643985,-8.073426e-10,0.513779,0.513779,0.008479069,0.011051875,-0.0003218735
5,159,0.06606607,0.5,-1.0,0.0,1.0,-0.0010624214,-1.219013e-09,0.2167388,0.2167388,-0.012271643,0.0052472753,-0.0005011663
5,160,0.03603604,0.5,-0.7907047,0.6121977,1.0,-0.00057704217,-1.065859e-09,-0.13052845,-0.23352218,-0.015962228,5.1450894e-05,-0.0006804594
5,161,0.0,0.5511512,0.32388836,0.9460953,1.0,-0.00037470795,1.212138e-05,-0.04920207,-0.5327712,0.0,0.0074713593,-0.0008329299
5,162,0.05315315,0.55,0.9999043,-0.013838011,1.0,-0.0009726634,-2.703894e-09,0.032811493,0.032564607,-0.009074748,0.010400248,-0.0005386985
5,163,0.08318318,0.55,1.0,0.0,1.0,-0.0014076493,-1.302143e-09,0.45967785,0.45967785,0.005518647,0.013703446,-0.0003716719
5,164,0.1132132,0.55,1.0,0.0,1.0,-0.0014535297,-8.120886e-10,0.5627543,0.5627543,0.027709503,0.015919667,-0.0002046458
5,165,0.1432432,0.55,1.0,0.0,1.0,-0.0010216766,-4.626101e-10,0.28586212,0.28586212,0.04290035,0.014799863,-3.762004e-05
5,166,0.1732733,0.55,1.0,0.0,1.0,-0.00034349796,-2.262871e-10,-0.1387239,-0.1387239,0.04118067,0.008718993,0.0001294056
5,167,0.2033033,0.55,1.0,0.0,1.0,0.00022337845,-2.338117e-10,-0.38928807,-0.38928807,0.024884393,-0.0021912972,0.0002964311
5,168,0.2333333,0.55,1.0,0.0,1.0,0.00046478212,-5.066643e-10,-0.314993,-0.314993,0.006167002,-0.015492098,0.0004634565
5,169,0.2633634,0.55,0.79280084,0.6094808,1.0,0.00043752472,-3.105456e-10,-0.040937334,-0.04423196,-0.0031926744,-0.027056789,0.0006304818
5,170,0.3,0.6012513,-0.3033232,0.9528877,1.0,0.00041409855,-1.085185e-05,-0.026484633,0.1726996,9.885434e-10,-0.046667498,0.0007714521
5,171,0.2474474,0.6,-0.9998852,-0.015150364,1.0,0.000548473,-9.715099e-10,-0.2070213,-0.20640194,-0.02175843,-0.03268824,0.0005021579
5,172,0.2174174,0.6,-1.0,0.0,1.0,0.0004624208,1.109484e-10,-0.42627266,-0.42627266,-0.009517813,-0.017074104,0.0003473988
5,173,0.1873874,0.6,-1.0,0.0,1.0,1.7028957e-05,9.157597e-11,-0.3272475,-0.3272475,0.014051906,-0.0018397111,0.0001926398
5,174,0.1573574,0.6,-1.0,0.0,1.0,-0.00069960987,-3.705478e-10,0.07421374,0.07421374,0.032178532,0.009315582,3.788081e-05
5,175,0.1273273,0.6,-1.0,0.0,1.0,-0.0013479206,-1.036465e-09,0.49177468,0.49177468,0.032774046,0.015230742,-0.0001168783
5,176,0.0972973,0.6,-1.0,0.0,1.0,-0.0015773554,-1.500891e-09,0.59460974,0.59460974,0.017515603,0.016978482,-0.0002716378
5,177,0.06726727,0.6,-1.0,0.0,1.0,-0.0013031801,-1.443982e-09,0.28163764,0.28163764,-0.000439018,0.016562417,-0.0004263979
5,178,0.03723724,0.6,-0.7948609,0.6067917,1.0,-0.0007900854,1.064534e-09,-0.12748998,-0.22292408,-0.00786335,0.01566854,-0.0005811584
5,179,0.0,0.6513514,0.2823222,0.95931965,1.0,-0.00048836146,1.225541e-05,-0.027255934,-0.56687427,0.0,0.01947991,-0.0007101328
5,180,0.05195195,0.65,0.99986416,-0.01648187,1.0,-0.0010979068,-1.858386e-09,0.03681421,0.036622375,-0.005967427,0.018794093,-0.0004652724
5,181,0.08198198,0.65,1.0,0.0,1.0,-0.001544237,-2.394437e-09,0.5088428,0.5088428,0.0067040455,0.017701495,-0.0003227781
5,182,0.112012,0.65,1.0,0.0,1.0,-0.0015600345,-1.982119e-09,0.620045,0.620045,0.021850873,0.015263387,-0.0001802846
5,183,0.142042,0.65,1.0,0.0,1.0,-0.0010503781,-9.103448e-10,0.30123687,0.30123687,0.02386452,0.009986152,-3.779174e-05
5,184,0.1720721,0.65,1.0,0.0,1.0,-0.00028207383,3.110511e-10,-0.18471816,-0.18471816,0.0054945853,0.00040614285,0.0001047008
5,185,0.2021021,0.65,1.0,0.0,1.0,0.00033581656,1.158495e-09,-0.46640575,-0.46640575,-0.024073478,-0.013556345,0.0002471934
5,186,0.2321321,0.65,1.0,0.0,1.0,0.00056320685,1.308707e-09,-0.36571535,-0.36571535,-0.044498738,-0.029611895,0.0003896864
5,187,0.2621622,0.65,0.79688627,0.6041294,1.0,0.00047921692,9.73668e-10,-0.07297413,-0.030140094,-0.03944522,-0.04344085,0.00053218
5,188,0.3,0.7014515,-0.26091057,0.96536297,1.0,0.00016123548,-1.171238e-05,-0.020915193,0.29899624,8.266293e-09,-0.044283744,0.0006486846
5,189,0.2486486,0.7,-0.999841,-0.017832935,1.0,0.00043949072,3.437271e-09,-0.17480585,-0.17248559,-0.06629859,-0.034317274,0.0004277693
5,190,0.2186186,0.7,-1.0,0.0,1.0,0.00049559516,3.902471e-09,-0.4894014,-0.4894014,-0.06276976,-0.021860758,0.0002975407
5,191,0.1885886,0.7,-1.0,0.0,1.0,0.00013922027,2.683828e-09,-0.4391162,-0.4391162,-0.032933116,-0.008885035,0.0001673135
5,192,0.1585586,0.7,-1.0,0.0,1.0,-0.0005832547,3.294664e-10,-0.009364724,-0.009364724,5.3994358e-05,0.0018731464,3.708713e-05
5,193,0.1285285,0.7,-1.0,0.0,1.0,-0.0013090301,-2.24007e-09,0.48454273,0.48454273,0.01580582,0.009362528,-9.313911e-05
5,194,0.0984985,0.7,-1.0,0.0,1.0,-0.0016234855,-4.078818e-09,0.65094775,0.65094775,0.0106015885,0.014001443,-0.0002233661
5,195,0.06846847,0.7,-1.0,0.0,1.0,-0.0013879635,-4.421022e-09,0.3452589,0.3452589,-0.003008142,0.016774446,-0.0003535946
5,196,0.03843844,0.7,-0.7988771,0.60149425,1.0,-0.0008600843,-4.183848e-09,-0.11349039,-0.2021759,-0.009239398,0.01840759,-0.0004838246
5,197,0.0,0.7515516,0.2391036,0.97099406,1.0,-0.00042151386,1.064582e-05,-0.02105226,-0.6037172,0.0,0.0142789055,-0.0005873575
5,198,0.05075075,0.75,0.9998156,-0.019203996,1.0,-0.0010456191,-6.243847e-09,0.03246549,0.032055356,-0.010860097,0.0133301355,-0.0003898923
5,199,0.08078078,0.75,1.0,0.0,1.0,-0.0015134882,-8.991358e-09,0.5424667,0.5424667,-0.0020794813,0.011307878,-0.0002719258
5,200,0.1108108,0.75,1.0,0.0,1.0,-0.0015238579,-6.834747e-09,0.64934886,0.64934886,0.007414657,0.0078982925,-0.0001539624
