epoch,train_boundary_error,train_loss,train_loss_hf,train_loss_kappa,train_loss_w,train_rmse_kappa,train_rmse_w,val_boundary_error,val_loss,val_loss_hf,val_loss_kappa,val_loss_w,val_rmse_kappa,val_rmse_w
1.0,nan,18.591720217750186,0.09311777335547265,18.587320373171853,0.0034677250133383843,27.11274546668643,0.0829645377539453,nan,10.670585359845843,0.046663396060466766,10.667912210736956,0.0022067800940324864,16.134790420532227,0.06643408678826832
2.0,nan,8.22579154514131,0.03711168530086676,8.223538330623082,0.0018820760084227437,12.503979342324394,0.06117399941597666,nan,3.5471398489815846,0.02265401929616928,3.545693556467692,0.0012197675504943444,5.381661415100098,0.04938944375940731
3.0,nan,3.808612210409982,0.0217327613028742,3.8073113078162786,0.001083541655957344,5.826584906805129,0.046486900675864445,nan,4.805538904099238,0.019851697608828545,4.8045259203229636,0.0008146275012266068,7.435537224724179,0.0403621932935147
4.0,nan,4.947241805848622,0.01881598379640352,4.9463104747590565,0.000743219379468688,7.5798591659182595,0.03851708485966637,nan,4.23559384118943,0.015355136467232591,4.234846001579648,0.0005944163976458921,7.0274612335931685,0.03447915666869709
5.0,nan,3.7052188373747326,0.013742565798262754,3.7045250733693442,0.0005564573969292853,6.381038052695138,0.033343800476619175,nan,2.1935941037677584,0.00976274348795414,2.193020843324207,0.0004757113208706003,4.134606838226318,0.03084482607387361
6.0,nan,1.918495876448495,0.008465218646008344,1.917963323139009,0.0004479151407611512,3.49723329998198,0.02992071894307931,nan,1.6395259584699358,0.0057281795889139175,1.6390943356922694,0.0003742838536189603,2.9660115923200334,0.02735808447358154
7.0,nan,1.8528727009182884,0.005152910814753601,1.8524870077768962,0.0003341206119373618,3.3708274137406122,0.025814736616753396,nan,1.8961488349097115,0.003900814801454544,1.8958813633237566,0.00022847932788343833,3.6368915807633173,0.02137510913113753
8.0,nan,1.562645435333252,0.003140797871830208,1.56241740499224,0.00019667099903537228,3.0033199333009266,0.019792484030837103,nan,0.7907845434688386,0.0014302539639174938,0.790608939670381,0.00016128651692443307,1.555582426843189,0.01795893898677258
9.0,nan,0.9037043764477685,0.0014624172943599877,0.9035041559310186,0.00018558581983337978,1.8607642196473622,0.019224728768070538,nan,1.1570571660995483,0.0021120570600032806,1.1567836205164592,0.00025245020099516423,2.3673187096913657,0.02246426684515817
10.0,nan,1.0564831977798825,0.002402040475447263,1.0562058772359575,0.00025328478728798,2.215207962762742,0.02250319994276478,nan,0.8227105821881976,0.0024814039934426546,0.8224760435876393,0.00020973899587434496,1.732928679102943,0.02047226746522245
11.0,nan,0.69178421156747,0.0020428134372369165,0.6915875474611918,0.00017624373348163708,1.5373395965212868,0.018705206701443308,nan,0.5133154534158253,0.0010830516694113612,0.5132066692624774,9.793099369354812e-05,1.3295541831425257,0.01398353021414507
12.0,nan,0.5595312118530273,0.0010267425178816275,0.5594411861328852,7.973747779033147e-05,1.3444667146319436,0.012565404797593752,nan,0.3696416431949252,0.000710531952790916,0.36958677711940946,4.77718122489196e-05,1.020683697291783,0.009764990547583216
13.0,nan,0.3645619622298649,0.0005222795561643406,0.3645116232690357,4.511691648596232e-05,1.012896092165084,0.0094902730502543,nan,0.3457989933944884,0.00046034794650040567,0.3457405325912294,5.3871687712325224e-05,0.9263410284405663,0.010377689353412106
14.0,nan,0.3568684657414754,0.0004634173099128973,0.3568081742241269,5.5663308081594075e-05,0.950578300725846,0.010549713680077167,nan,0.09278932036388488,0.0003055125998798758,0.0927325916432199,5.3676102002750016e-05,0.4321532476515997,0.010360757465518657
15.0,nan,0.20406424289657957,0.00036497312110094794,0.2040084728172847,5.212391746075203e-05,0.6623749335606893,0.010206930028895536,nan,0.28788573827062336,0.0004022800643551385,0.28783961704799105,4.210298512979145e-05,0.8195091287295023,0.009175913630142099
16.0,nan,0.20554701345307486,0.0003030567015576664,0.20551049212614694,3.3485430321889e-05,0.6701533056440807,0.008163555458720242,nan,0.1904445198320207,0.0002055822405964136,0.19042351700010754,1.894626413039597e-05,0.6777824362119039,0.006153917694020839
17.0,nan,0.19569450333004906,0.00016837791952725855,0.19567587120192392,1.6942835134700762e-05,0.6690543521018255,0.0057978275719852675,nan,0.0952121934720448,9.40407335292548e-05,0.09519871572653453,1.2537238684931903e-05,0.44589990235510324,0.004992136221733831
18.0,nan,0.1442785355306807,0.0001192035879718051,0.14426426731404804,1.307400314198319e-05,0.5507283437819708,0.005100998362260205,nan,0.23096931477387747,0.0001389371644195524,0.23095348477363586,1.4446673871827356e-05,0.7707043999717349,0.005340878652142627
19.0,nan,0.16293742756048837,0.00010780313598280329,0.16292174799101694,1.459970176905959e-05,0.6033629576365153,0.005401325833407186,nan,0.28504466868582223,0.0001677051366728154,0.28502510984738666,1.7898005743128514e-05,0.8794527848561605,0.005939124462505181
20.0,nan,0.21963070226567133,0.00014422925458001416,0.21961015498354322,1.9113116910115684e-05,0.7162170225665683,0.006154823250004223,nan,0.1643213260741461,0.00012546812649816275,0.16430157139187768,1.8500429481112708e-05,0.6221076477141607,0.006033206713341531
21.0,nan,0.15902867984204067,0.00010814141119009859,0.15901118800753639,1.641008401791277e-05,0.610121583654767,0.005708255649854739,nan,0.12313033640384674,4.096600692026273e-05,0.12311987365995135,1.005292532291995e-05,0.5199622341564724,0.004394861403852701
22.0,nan,0.14476193558602107,5.0022251560308395e-05,0.1447522377684003,9.201994175999148e-06,0.566064837433043,0.004244643097211208,nan,0.07520321685643423,3.4789053599871254e-05,0.07519524650914329,7.621462091698222e-06,0.3888972316469465,0.003839678352787381
23.0,nan,0.0696785609636988,3.409890597963351e-05,0.06967028514260337,7.93320305092493e-06,0.37882623360270545,0.003972781179029317,nan,0.14383016597656978,4.64831646240782e-05,0.14382095493021466,8.746613578599257e-06,0.5632623973346892,0.004146238922008446
24.0,nan,0.11397118937401544,3.7661606689826365e-05,0.11396230899152301,8.507504606400506e-06,0.49210867569560096,0.004078280746138522,nan,0.12657797194662548,5.364940530160398e-05,0.12656902628285543,8.408010043716613e-06,0.5239447639102027,0.0040573312102683955
25.0,nan,0.12028120848394576,4.497458377002095e-05,0.12027242123371079,8.336243722407657e-06,0.4952454950128283,0.0040662657536034074,nan,0.17803839487688883,4.0943494241219014e-05,0.17802953436261132,8.456987199592514e-06,0.619144062201182,0.004070414407622246
26.0,nan,0.14820395374581927,3.7475505017764155e-05,0.14819510955186116,8.471275318048096e-06,0.5528949939069294,0.004089021478735265,nan,0.06603047854843594,2.51330716093348e-05,0.06602194018307186,8.287358252259547e-06,0.36408541599909466,0.004033029944236789
27.0,nan,0.08520526722783134,2.3450541751420435e-05,0.08519706094548815,7.97075682341875e-06,0.40956768819264006,0.003893542480433271,nan,0.1468378830523718,2.840540219040122e-05,0.146830277073951,7.322281903942071e-06,0.5719108269328163,0.0037625349525894436
28.0,nan,0.11695206156443982,2.1218957261312643e-05,0.1169444846787623,7.3630613509781795e-06,0.4903571775981358,0.003792321298360115,nan,0.05840212514712697,8.174452887033112e-06,0.058394771069288254,7.272490577070996e-06,0.3418245187827519,0.0037281658012597333
29.0,nan,0.05613517845492987,9.435467031185649e-06,0.056127624364481085,7.459261593924436e-06,0.3239454421259108,0.0038504399514446654,nan,0.1250271988766534,2.356920413149055e-05,0.12501927429721468,7.687550221037651e-06,0.5163599877130418,0.0038337881588155313
