num_samples,w_pred_std_mean,w_pred_std_std,w_pred_std_min,w_pred_std_max,a_pred_norm_mean,a_pred_norm_std,a_pred_norm_min,a_pred_norm_max,kappa_pred_std_mean,kappa_pred_std_std,kappa_pred_std_min,kappa_pred_std_max,corr_w_raw_rmse_w_true_std,w_pred_std_cv,w_true_std_cv,a_pairwise_median_max_abs,collapse_flag,collapse_reason
50,0.006261810500012914,3.776009403528737e-05,0.006198290925641021,0.006326496515282983,0.011269014161080122,4.930850144773527e-05,0.011186007410287857,0.011353427544236183,1.0724119701439205,0.0003439912981359583,1.0718303766622428,1.0729980524486566,0.7198632672299733,0.0060302198597689104,0.4462919668840125,0.00010307878255844116,True,w_pred_std_cv=0.00603 < 0.01 AND w_true_std_cv=0.446 > 0.1;median_pairwise_max_abs_a=0.000103 < 1e-3
