num_samples,w_pred_std_mean,w_pred_std_std,w_pred_std_min,w_pred_std_max,a_pred_norm_mean,a_pred_norm_std,a_pred_norm_min,a_pred_norm_max,kappa_pred_std_mean,kappa_pred_std_std,kappa_pred_std_min,kappa_pred_std_max,corr_w_raw_rmse_w_true_std,w_pred_std_cv,w_true_std_cv,a_pairwise_median_max_abs,collapse_flag,collapse_reason
50,0.0006990952826755555,3.78873514868647e-07,0.0006985945137471723,0.0006994719055478019,0.001082991985604167,4.0150188179141855e-07,0.0010824600467458367,0.0010833925334736705,0.11312755636279427,0.00022398668332875845,0.1128310224362941,0.11335008295168862,0.9965167422522111,0.0005419483212912469,0.4462919668840125,8.940696716308594e-07,True,w_pred_std_cv=0.000542 < 0.01 AND w_true_std_cv=0.446 > 0.1;median_pairwise_max_abs_a=8.94e-07 < 1e-3
