num_samples,w_pred_std_mean,w_pred_std_std,w_pred_std_min,w_pred_std_max,a_pred_norm_mean,a_pred_norm_std,a_pred_norm_min,a_pred_norm_max,kappa_pred_std_mean,kappa_pred_std_std,kappa_pred_std_min,kappa_pred_std_max,corr_w_raw_rmse_w_true_std,w_pred_std_cv,w_true_std_cv,a_pairwise_median_max_abs,collapse_flag,collapse_reason
50,0.0007724187534453003,1.7046460762501837e-09,0.0007724164186313383,0.0007724217780860288,0.0013616495416499674,3.311949411495805e-09,0.001361645176075399,0.0013616553042083979,0.12550163748627152,1.1975503886793664e-06,0.12549974175491274,0.12550347371093423,0.9933617675196588,2.2068936941869577e-06,0.4462919668840125,7.450580596923828e-09,True,w_pred_std_cv=2.21e-06 < 0.01 AND w_true_std_cv=0.446 > 0.1;median_pairwise_max_abs_a=7.45e-09 < 1e-3
