epoch,train_boundary_error,train_loss,train_loss_hf,train_loss_kappa,train_loss_w,train_rmse_kappa,train_rmse_w,val_boundary_error,val_loss,val_loss_hf,val_loss_kappa,val_loss_w,val_rmse_kappa,val_rmse_w
1.0,nan,18.590786207289923,0.09311788156628609,18.58731801169259,0.0034677269535937478,27.1127507346017,0.08296456436316173,nan,10.670191401527042,0.04666555389052346,10.667984599158878,0.0022068541120028214,16.13487434387207,0.06643520366577875
2.0,nan,8.225550719669886,0.03711651150314581,8.223668620699929,0.0018822959779451291,12.504089196523031,0.06117777224807512,nan,3.5470823560442244,0.022662051022052765,3.5458621751694452,0.0012201571704021522,5.381845474243164,0.04939733321468035
3.0,nan,3.8086293765476773,0.021740419701451345,3.8075454121544245,0.0010838815582073515,5.826815832228887,0.046494180957476296,nan,4.805534249260312,0.019858625229625476,4.8047194480896,0.0008148518501825276,7.435732909611294,0.040367755329325086
4.0,nan,4.94733358564831,0.018822532501958665,4.946590082986014,0.0007433836747493063,7.580061799003964,0.038521294260308855,nan,4.235909689040411,0.015360035002231598,4.235315390995571,0.0005944048891597916,7.027624788738432,0.034478825472650076
5.0,nan,3.705437251499721,0.01374653700206961,3.7048808620089577,0.0005564061021210538,6.381173565274193,0.033342236741667704,nan,2.193754559471494,0.009765547700226307,2.193278812226795,0.00047569628389153095,4.134702682495117,0.030844338326936678
6.0,nan,1.9185714097250075,0.008469280409848406,1.9181233530952817,0.00044799139418284453,3.4973790305001393,0.029923336136908757,nan,1.6396702017102922,0.005734795704483986,1.6392956801823206,0.00037451694203939823,2.966272751490275,0.027366606873415765
7.0,nan,1.852978990191505,0.005159493358362289,1.852644613810948,0.0003343626296901632,3.371019408816383,0.025824152465377535,nan,1.8961670114880516,0.003906796797223035,1.895938209124974,0.00022877689445435645,3.6368260156540644,0.021389035330641838
8.0,nan,1.5625922623134794,0.0031463816052391415,1.5623951866513206,0.00019703628190438307,3.003172511146182,0.019811211597351802,nan,0.790862983181363,0.0014342828653752804,0.7907011111577352,0.0001618686025418962,1.555718325433277,0.017991314952572186
9.0,nan,0.9037206286475772,0.001465476971740524,0.9035343783242362,0.00018627127186240008,1.8608769802820115,0.019260199917923836,nan,1.1568124464579992,0.0021132067777216434,1.1565591210410708,0.00025333767379855825,2.3670931657155356,0.022503736207172984
10.0,nan,1.056334396203359,0.002403235129479851,1.0560802050999232,0.00025417880083079494,2.215053751355126,0.02254289628139564,nan,0.8229392852102008,0.002483702785823317,0.8227287076768421,0.0002105631214189565,1.7331608533859253,0.020512482506178674
